Area_Code;Cogs;Difference_Between_Actual_And_Target_Profit;Date;Inventory_Margin;Margin;Market_size;Market;Marketing;Product_line;Product_type;Product;Profit;Sales;State;Target_cogs;Target_margin;Target_profit;Target_sales;Total_expenses;Type;Profit_status;Duplicate_check;Countblank;Derived_gap;Sales_status;Profit_status_vs_Target;Sum_of_sales;Sum_of_profits
937;21;-6;10/1/2473;480;32;Major Market;Central;5;Leaves;Herbal Tea;Chamomile;24;56;Ohio;0;30;30;30;16;Decaf;Profit;;;-6;Met;Missed;202895;64311
937;27;0;10/1/2474;859;39;Major Market;Central;7;Leaves;Herbal Tea;Lemon;30;70;Ohio;10;30;30;40;19;Decaf;Profit;;;0;Met;Met;202895;64311
786;56;4;10/1/2475;385;70;Major Market;East;21;Leaves;Herbal Tea;Lemon;24;134;Florida;30;30;20;60;54;Decaf;Profit;;;4;Met;Met;202895;64311
339;54;-1;10/1/2476;404;66;Major Market;East;20;Leaves;Herbal Tea;Lemon;19;128;Massachusetts;30;30;20;60;53;Decaf;Profit;;;-1;Met;Missed;202895;64311
781;21;-8;10/1/2477;480;32;Major Market;East;5;Leaves;Tea;Green Tea;22;56;Massachusetts;20;30;30;50;17;Regular;Profit;;;-8;Met;Missed;202895;64311
505;39;1;10/1/2478;244;53;Small Market;South;12;Beans;Espresso;Decaf Espresso;21;98;New Mexico;20;30;20;50;39;Decaf;Profit;;;1;Met;Met;202895;64311
775;23;-5;10/1/2479;800;35;Small Market;West;6;Beans;Espresso;Decaf Espresso;25;62;Nevada;10;30;30;40;18;Decaf;Profit;;;-5;Met;Missed;202895;64311
515;21;-8;10/1/2480;846;31;Small Market;Central;5;Beans;Coffee;Amaretto;22;55;Iowa;10;30;30;40;16;Regular;Profit;;;-8;Met;Missed;202895;64311
603;25;-28;10/1/2481;209;31;Small Market;East;9;Beans;Espresso;Regular Espresso;-18;60;New Hampshire;10;30;10;40;43;Regular;Loss;;;-28;Met;Missed;202895;64311
580;21;-8;10/1/2482;480;32;Small Market;South;5;Beans;Espresso;Caffe Mocha;22;56;Oklahoma;0;30;30;30;17;Regular;Profit;;;-8;Met;Missed;202895;64311
702;0;17;10/1/2483;430;43;Small Market;West;0;Beans;Espresso;Caffe Latte;47;46;Nevada;0;30;30;30;11;Regular;Profit;;;17;Met;Met;202895;64311
603;34;-24;10/1/2484;240;43;Small Market;East;12;Leaves;Herbal Tea;Lemon;-4;82;New Hampshire;10;30;20;40;46;Decaf;Loss;;;-24;Met;Missed;202895;64311
505;21;-9;10/1/2485;846;31;Small Market;South;5;Leaves;Herbal Tea;Chamomile;21;55;New Mexico;10;30;30;40;17;Decaf;Profit;;;-9;Met;Missed;202895;64311
971;25;-5;10/1/2486;820;36;Small Market;West;7;Leaves;Herbal Tea;Chamomile;25;65;Oregon;10;30;30;40;19;Decaf;Profit;;;-5;Met;Missed;202895;64311
314;34;-14;10/1/2487;240;43;Small Market;Central;12;Leaves;Tea;Green Tea;-4;82;Missouri;10;30;10;40;46;Regular;Loss;;;-14;Met;Missed;202895;64311
603;21;-9;10/1/2488;846;31;Small Market;East;5;Leaves;Tea;Darjeeling;21;55;New Hampshire;20;30;30;50;17;Regular;Profit;;;-9;Met;Missed;202895;64311
435;39;1;10/1/2489;244;53;Small Market;West;12;Leaves;Tea;Earl Grey;21;98;Utah;10;30;20;40;39;Regular;Profit;;;1;Met;Met;202895;64311
509;46;16;10/1/2490;449;67;Small Market;West;14;Leaves;Tea;Earl Grey;46;120;Washington;20;30;30;50;36;Regular;Profit;;;16;Met;Met;202895;64311
775;22;5;10/1/2491;802;34;Small Market;West;6;Beans;Espresso;Decaf Espresso;25;60;Nevada;20;30;20;50;17;Decaf;Profit;;;5;Met;Met;202895;64311
505;34;4;10/1/2492;-522;42;Small Market;South;12;Beans;Espresso;Caffe Latte;-6;81;New Mexico;20;30;-10;50;46;Regular;Loss;;;4;Met;Met;202895;64311
425;22;-4;10/1/2493;570;30;Small Market;West;7;Beans;Espresso;Caffe Latte;16;55;Washington;20;30;20;50;19;Regular;Profit;;;-4;Met;Missed;202895;64311
603;33;-6;10/1/2494;243;41;Small Market;East;12;Leaves;Herbal Tea;Lemon;-6;79;New Hampshire;20;30;0;50;45;Decaf;Loss;;;-6;Met;Missed;202895;64311
505;29;-3;10/1/2495;1003;35;Small Market;South;8;Leaves;Herbal Tea;Lemon;7;68;New Mexico;20;30;10;50;30;Decaf;Profit;;;-3;Met;Missed;202895;64311
541;25;8;10/1/2496;823;38;Small Market;West;7;Leaves;Herbal Tea;Chamomile;28;67;Oregon;20;30;20;50;19;Decaf;Profit;;;8;Met;Met;202895;64311
603;15;-8;10/1/2497;848;24;Small Market;East;4;Leaves;Tea;Darjeeling;12;42;New Hampshire;10;30;20;40;16;Regular;Profit;;;-8;Met;Missed;202895;64311
503;32;12;10/1/2498;482;48;Small Market;West;8;Leaves;Tea;Darjeeling;42;85;Oregon;20;30;30;50;20;Regular;Profit;;;12;Met;Met;202895;64311
435;35;3;10/1/2499;248;47;Small Market;West;11;Leaves;Tea;Earl Grey;13;87;Utah;20;30;10;50;38;Regular;Profit;;;3;Met;Met;202895;64311
435;34;-4;10/1/2500;211;42;Small Market;West;12;Leaves;Tea;Green Tea;-4;81;Utah;20;30;0;50;45;Regular;Loss;;;-4;Met;Missed;202895;64311
904;24;-2;10/1/2501;567;32;Major Market;East;7;Leaves;Herbal Tea;Chamomile;18;60;Florida;10;30;20;40;20;Decaf;Profit;;;-2;Met;Missed;202895;64311
505;38;18;10/1/2502;256;51;Small Market;South;12;Beans;Espresso;Decaf Espresso;18;95;New Mexico;30;30;0;60;39;Decaf;Profit;;;18;Met;Met;202895;64311
775;23;5;10/1/2503;807;35;Small Market;West;6;Beans;Espresso;Decaf Espresso;25;62;Nevada;20;30;20;50;18;Decaf;Profit;;;5;Met;Met;202895;64311
563;16;-5;10/1/2504;851;25;Small Market;Central;4;Beans;Coffee;Amaretto;15;44;Iowa;10;30;20;40;15;Regular;Profit;;;-5;Met;Missed;202895;64311
641;31;2;10/1/2505;1009;38;Small Market;Central;9;Beans;Coffee;Colombian;12;74;Iowa;30;30;10;60;30;Regular;Profit;;;2;Met;Met;202895;64311
603;20;-24;10/1/2506;218;25;Small Market;East;7;Beans;Espresso;Regular Espresso;-24;48;New Hampshire;10;30;0;40;41;Regular;Loss;;;-24;Met;Missed;202895;64311
580;29;16;10/1/2507;490;44;Small Market;South;8;Beans;Espresso;Caffe Mocha;36;78;Oklahoma;20;30;20;50;20;Regular;Profit;;;16;Met;Met;202895;64311
206;24;-1;10/1/2508;567;32;Small Market;West;7;Beans;Espresso;Caffe Latte;19;60;Washington;20;30;20;50;19;Regular;Profit;;;-1;Met;Missed;202895;64311
503;24;8;10/1/2509;829;36;Small Market;West;6;Leaves;Herbal Tea;Chamomile;28;64;Oregon;20;30;20;50;17;Decaf;Profit;;;8;Met;Met;202895;64311
603;16;-5;10/1/2510;851;25;Small Market;East;4;Leaves;Tea;Darjeeling;15;44;New Hampshire;10;30;20;40;15;Regular;Profit;;;-5;Met;Missed;202895;64311
541;29;7;10/1/2511;490;44;Small Market;West;8;Leaves;Tea;Darjeeling;37;78;Oregon;20;30;30;50;19;Regular;Profit;;;7;Met;Met;202895;64311
915;76;-2;10/1/2512;580;111;Major Market;South;21;Beans;Espresso;Decaf Espresso;78;187;Texas;40;80;80;120;33;Decaf;Profit;;;-2;Met;Missed;202895;64311
713;52;-44;10/1/2513;405;71;Major Market;South;17;Leaves;Herbal Tea;Chamomile;26;123;Texas;30;80;70;110;45;Decaf;Profit;;;-44;Met;Missed;202895;64311
217;76;-2;10/1/2514;580;111;Major Market;Central;21;Leaves;Tea;Darjeeling;78;187;Illinois;50;80;80;130;33;Regular;Profit;;;-2;Met;Missed;202895;64311
847;72;5;10/1/2515;650;110;Major Market;Central;23;Leaves;Tea;Earl Grey;55;182;Illinois;50;80;50;130;55;Regular;Profit;;;5;Met;Met;202895;64311
660;65;-35;10/1/2516;1053;77;Small Market;Central;20;Beans;Coffee;Decaf Irish Cream;35;142;Missouri;50;80;70;130;42;Decaf;Profit;;;-35;Met;Missed;202895;64311
660;32;-52;10/1/2517;833;47;Small Market;Central;8;Beans;Espresso;Decaf Espresso;28;79;Missouri;30;80;80;110;19;Decaf;Profit;;;-52;Missed;Missed;202895;64311
405;82;5;10/1/2518;788;123;Small Market;South;27;Beans;Espresso;Decaf Espresso;65;205;Oklahoma;50;80;60;130;58;Decaf;Profit;;;5;Met;Met;202895;64311
715;56;-35;10/1/2519;385;70;Small Market;Central;21;Beans;Coffee;Amaretto;15;126;Wisconsin;40;80;50;120;55;Regular;Profit;;;-35;Met;Missed;202895;64311
405;91;6;10/1/2520;-1785;127;Small Market;South;28;Beans;Espresso;Caffe Latte;76;218;Oklahoma;50;80;70;130;51;Regular;Profit;;;6;Met;Met;202895;64311
414;60;-23;10/1/2521;329;99;Small Market;Central;18;Leaves;Herbal Tea;Chamomile;57;159;Wisconsin;40;80;80;120;42;Decaf;Profit;;;-23;Met;Missed;202895;64311
419;55;-24;10/1/2522;410;69;Major Market;Central;20;Beans;Espresso;Decaf Espresso;16;124;Ohio;70;80;40;150;53;Decaf;Profit;;;-24;Met;Missed;202895;64311
330;59;-17;10/1/2523;411;79;Major Market;Central;19;Beans;Coffee;Amaretto;33;138;Ohio;50;80;50;130;46;Regular;Profit;;;-17;Met;Missed;202895;64311
650;75;19;10/1/2524;659;114;Major Market;West;24;Leaves;Tea;Green Tea;59;189;California;50;80;40;130;55;Regular;Profit;;;19;Met;Met;202895;64311
314;69;-2;10/1/2525;1060;81;Small Market;Central;21;Beans;Coffee;Decaf Irish Cream;38;150;Missouri;60;80;40;140;43;Decaf;Profit;;;-2;Met;Missed;202895;64311
503;46;-18;10/1/2526;424;68;Small Market;West;14;Beans;Coffee;Decaf Irish Cream;32;114;Oregon;50;80;50;130;36;Decaf;Profit;;;-18;Met;Missed;202895;64311
206;75;5;10/1/2527;1063;89;Small Market;West;23;Beans;Espresso;Decaf Espresso;45;164;Washington;70;80;40;150;44;Decaf;Profit;;;5;Met;Met;202895;64311
203;61;-8;10/1/2528;613;86;Small Market;East;55;Beans;Espresso;Caffe Mocha;2;147;Connecticut;60;80;10;140;84;Regular;Profit;;;-8;Met;Missed;202895;64311
225;47;-16;10/1/2529;834;68;Small Market;South;13;Beans;Coffee;Colombian;44;115;Louisiana;50;80;60;130;24;Regular;Profit;;;-16;Met;Missed;202895;64311
541;52;-14;10/1/2530;509;73;Small Market;West;47;Beans;Coffee;Amaretto;-4;125;Oregon;60;80;10;140;77;Regular;Loss;;;-14;Met;Missed;202895;64311
435;53;-23;10/1/2531;380;71;Small Market;West;17;Beans;Coffee;Colombian;27;124;Utah;60;80;50;140;44;Regular;Profit;;;-23;Met;Missed;202895;64311
503;59;-17;10/1/2532;411;79;Small Market;West;19;Beans;Espresso;Caffe Mocha;33;138;Oregon;50;80;50;130;46;Regular;Profit;;;-17;Met;Missed;202895;64311
920;53;-2;10/1/2533;321;88;Small Market;Central;16;Leaves;Herbal Tea;Chamomile;48;141;Wisconsin;50;80;50;130;40;Decaf;Profit;;;-2;Met;Missed;202895;64311
959;54;-9;10/1/2534;885;78;Small Market;East;15;Leaves;Tea;Darjeeling;51;132;Connecticut;50;80;60;130;27;Regular;Profit;;;-9;Met;Missed;202895;64311
740;46;-34;10/1/2535;422;57;Major Market;Central;17;Beans;Espresso;Decaf Espresso;6;103;Ohio;50;80;40;130;51;Decaf;Profit;;;-34;Met;Missed;202895;64311
630;67;7;10/1/2536;677;101;Major Market;Central;22;Leaves;Tea;Earl Grey;47;168;Illinois;50;80;40;130;54;Regular;Profit;;;7;Met;Met;202895;64311
518;54;-8;10/1/2537;601;79;Major Market;East;15;Leaves;Tea;Green Tea;52;133;New York;50;80;60;130;27;Regular;Profit;;;-8;Met;Missed;202895;64311
213;67;-3;10/1/2538;677;101;Major Market;West;22;Leaves;Tea;Green Tea;47;168;California;40;80;50;120;54;Regular;Profit;;;-3;Met;Missed;202895;64311
503;41;-25;10/1/2539;435;60;Small Market;West;13;Beans;Coffee;Decaf Irish Cream;25;101;Oregon;40;80;50;120;35;Decaf;Profit;;;-25;Met;Missed;202895;64311
715;65;-8;10/1/2540;403;80;Small Market;Central;24;Beans;Coffee;Amaretto;22;145;Wisconsin;60;80;30;140;58;Regular;Profit;;;-8;Met;Missed;202895;64311
503;47;-27;10/1/2541;521;65;Small Market;West;42;Beans;Coffee;Amaretto;-7;112;Oregon;50;80;20;130;72;Regular;Loss;;;-27;Met;Missed;202895;64311
801;49;-29;10/1/2542;392;65;Small Market;West;16;Beans;Coffee;Colombian;21;114;Utah;50;80;50;130;44;Regular;Profit;;;-29;Met;Missed;202895;64311
509;65;-7;10/1/2543;403;80;Small Market;West;24;Beans;Espresso;Caffe Mocha;23;145;Washington;60;80;30;140;57;Regular;Profit;;;-7;Met;Missed;202895;64311
985;68;-4;10/1/2544;619;85;Small Market;South;25;Leaves;Herbal Tea;Lemon;26;153;Louisiana;60;80;30;140;59;Decaf;Profit;;;-4;Met;Missed;202895;64311
432;76;36;10/1/2545;580;111;Major Market;South;21;Beans;Espresso;Decaf Espresso;116;199;Texas;40;80;80;120;33;Decaf;Profit;;;36;Met;Met;202895;64311
325;52;-31;10/1/2546;405;71;Major Market;South;17;Leaves;Herbal Tea;Chamomile;39;131;Texas;30;80;70;110;45;Decaf;Profit;;;-31;Met;Missed;202895;64311
815;76;36;10/1/2547;580;111;Major Market;Central;21;Leaves;Tea;Darjeeling;116;199;Illinois;50;80;80;130;33;Regular;Profit;;;36;Met;Met;202895;64311
815;72;32;10/1/2548;650;110;Major Market;Central;23;Leaves;Tea;Earl Grey;82;194;Illinois;50;80;50;130;55;Regular;Profit;;;32;Met;Met;202895;64311
636;65;-18;10/1/2549;1053;77;Small Market;Central;20;Beans;Coffee;Decaf Irish Cream;52;151;Missouri;50;80;70;130;42;Decaf;Profit;;;-18;Met;Missed;202895;64311
417;32;-38;10/1/2550;833;47;Small Market;Central;8;Beans;Espresso;Decaf Espresso;42;84;Missouri;30;80;80;110;19;Decaf;Profit;;;-38;Met;Missed;202895;64311
405;82;36;10/1/2551;788;123;Small Market;South;27;Beans;Espresso;Decaf Espresso;96;218;Oklahoma;50;80;60;130;58;Decaf;Profit;;;36;Met;Met;202895;64311
414;56;-28;10/1/2552;385;70;Small Market;Central;21;Beans;Coffee;Amaretto;22;134;Wisconsin;40;80;50;120;55;Regular;Profit;;;-28;Met;Missed;202895;64311
405;91;43;10/1/2553;-1785;127;Small Market;South;28;Beans;Espresso;Caffe Latte;113;232;Oklahoma;50;80;70;130;51;Regular;Profit;;;43;Met;Met;202895;64311
715;60;5;10/1/2554;329;99;Small Market;Central;18;Leaves;Herbal Tea;Chamomile;85;169;Wisconsin;40;80;80;120;42;Decaf;Profit;;;5;Met;Met;202895;64311
937;55;-16;10/1/2555;410;69;Major Market;Central;20;Beans;Espresso;Decaf Espresso;24;132;Ohio;70;80;40;150;53;Decaf;Profit;;;-16;Met;Missed;202895;64311
234;59;-1;10/1/2556;411;79;Major Market;Central;19;Beans;Coffee;Amaretto;49;147;Ohio;50;80;50;130;46;Regular;Profit;;;-1;Met;Missed;202895;64311
209;75;48;10/1/2557;659;114;Major Market;West;24;Leaves;Tea;Green Tea;88;201;California;50;80;40;130;55;Regular;Profit;;;48;Met;Met;202895;64311
417;69;16;10/1/2558;1060;81;Small Market;Central;21;Beans;Coffee;Decaf Irish Cream;56;160;Missouri;60;80;40;140;43;Decaf;Profit;;;16;Met;Met;202895;64311
503;46;-3;10/1/2559;424;68;Small Market;West;14;Beans;Coffee;Decaf Irish Cream;47;121;Oregon;50;80;50;130;36;Decaf;Profit;;;-3;Met;Missed;202895;64311
425;75;27;10/1/2560;1063;89;Small Market;West;23;Beans;Espresso;Decaf Espresso;67;175;Washington;70;80;40;150;44;Decaf;Profit;;;27;Met;Met;202895;64311
475;61;-7;10/1/2561;613;86;Small Market;East;55;Beans;Espresso;Caffe Mocha;3;157;Connecticut;60;80;10;140;84;Regular;Profit;;;-7;Met;Missed;202895;64311
318;47;5;10/1/2562;834;68;Small Market;South;13;Beans;Coffee;Colombian;65;123;Louisiana;50;80;60;130;24;Regular;Profit;;;5;Met;Met;202895;64311
971;52;-16;10/1/2563;509;73;Small Market;West;47;Beans;Coffee;Amaretto;-6;133;Oregon;60;80;10;140;77;Regular;Loss;;;-16;Met;Missed;202895;64311
435;53;-10;10/1/2564;380;71;Small Market;West;17;Beans;Coffee;Colombian;40;132;Utah;60;80;50;140;44;Regular;Profit;;;-10;Met;Missed;202895;64311
541;59;-1;10/1/2565;411;79;Small Market;West;19;Beans;Espresso;Caffe Mocha;49;147;Oregon;50;80;50;130;46;Regular;Profit;;;-1;Met;Missed;202895;64311
262;53;21;10/1/2566;321;88;Small Market;Central;16;Leaves;Herbal Tea;Chamomile;71;150;Wisconsin;50;80;50;130;40;Decaf;Profit;;;21;Met;Met;202895;64311
860;54;16;10/1/2567;885;78;Small Market;East;15;Leaves;Tea;Darjeeling;76;141;Connecticut;50;80;60;130;27;Regular;Profit;;;16;Met;Met;202895;64311
419;46;-31;10/1/2568;422;57;Major Market;Central;17;Beans;Espresso;Decaf Espresso;9;110;Ohio;50;80;40;130;51;Decaf;Profit;;;-31;Met;Missed;202895;64311
708;67;30;10/1/2569;677;101;Major Market;Central;22;Leaves;Tea;Earl Grey;70;179;Illinois;50;80;40;130;54;Regular;Profit;;;30;Met;Met;202895;64311
585;54;17;10/1/2570;601;79;Major Market;East;15;Leaves;Tea;Green Tea;77;142;New York;50;80;60;130;27;Regular;Profit;;;17;Met;Met;202895;64311
510;67;20;10/1/2571;677;101;Major Market;West;22;Leaves;Tea;Green Tea;70;179;California;40;80;50;120;54;Regular;Profit;;;20;Met;Met;202895;64311
541;41;-13;10/1/2572;435;60;Small Market;West;13;Beans;Coffee;Decaf Irish Cream;37;108;Oregon;40;80;50;120;35;Decaf;Profit;;;-13;Met;Missed;202895;64311
920;65;3;10/1/2573;403;80;Small Market;Central;24;Beans;Coffee;Amaretto;33;155;Wisconsin;60;80;30;140;58;Regular;Profit;;;3;Met;Met;202895;64311
541;47;-30;10/1/2574;521;65;Small Market;West;42;Beans;Coffee;Amaretto;-10;119;Oregon;50;80;20;130;72;Regular;Loss;;;-30;Met;Missed;202895;64311
435;49;-19;10/1/2575;392;65;Small Market;West;16;Beans;Coffee;Colombian;31;121;Utah;50;80;50;130;44;Regular;Profit;;;-19;Met;Missed;202895;64311
509;65;4;10/1/2576;403;80;Small Market;West;24;Beans;Espresso;Caffe Mocha;34;155;Washington;60;80;30;140;57;Regular;Profit;;;4;Met;Met;202895;64311
318;68;9;10/1/2577;619;85;Small Market;South;25;Leaves;Herbal Tea;Lemon;39;163;Louisiana;60;80;30;140;59;Decaf;Profit;;;9;Met;Met;202895;64311
214;39;-54;10/1/2578;541;51;Major Market;South;12;Beans;Coffee;Decaf Irish Cream;26;90;Texas;40;90;80;130;25;Decaf;Profit;;;-54;Met;Missed;202895;64311
936;239;-155;10/1/2579;1246;281;Major Market;South;74;Beans;Coffee;Colombian;185;520;Texas;350;420;340;770;96;Regular;Profit;;;-155;Met;Missed;202895;64311
210;123;33;10/1/2580;915;179;Major Market;South;34;Beans;Espresso;Caffe Mocha;133;302;Texas;70;120;100;190;46;Regular;Profit;;;33;Met;Met;202895;64311
225;48;-35;10/1/2581;851;70;Small Market;South;13;Beans;Coffee;Decaf Irish Cream;45;118;Louisiana;70;90;80;160;25;Decaf;Profit;;;-35;Met;Missed;202895;64311
225;48;-33;10/1/2582;829;71;Small Market;South;13;Beans;Coffee;Colombian;47;119;Louisiana;70;90;80;160;24;Regular;Profit;;;-33;Met;Missed;202895;64311
505;45;-57;10/1/2583;447;69;Small Market;South;14;Beans;Coffee;Colombian;23;114;New Mexico;50;110;80;160;46;Regular;Profit;;;-57;Met;Missed;202895;64311
918;90;-66;10/1/2584;572;115;Small Market;South;29;Beans;Coffee;Colombian;74;205;Oklahoma;130;160;140;290;41;Regular;Profit;;;-66;Met;Missed;202895;64311
505;25;-22;10/1/2585;-466;31;Small Market;South;9;Beans;Espresso;Caffe Latte;-12;56;New Mexico;10;20;10;30;43;Regular;Loss;;;-22;Met;Missed;202895;64311
225;103;-23;10/1/2586;564;133;Small Market;South;33;Leaves;Herbal Tea;Chamomile;87;236;Louisiana;80;130;110;210;46;Decaf;Profit;;;-23;Met;Missed;202895;64311
504;79;-26;10/1/2587;593;98;Small Market;South;30;Leaves;Herbal Tea;Lemon;34;177;Louisiana;60;90;60;150;64;Decaf;Profit;;;-26;Met;Missed;202895;64311
405;96;-23;10/1/2588;683;134;Small Market;South;87;Leaves;Herbal Tea;Lemon;17;230;Oklahoma;80;120;40;200;117;Decaf;Profit;;;-23;Met;Missed;202895;64311
956;225;-56;10/1/2589;1272;265;Major Market;South;69;Beans;Coffee;Colombian;174;490;Texas;260;320;230;580;91;Regular;Profit;;;-56;Met;Missed;202895;64311
817;75;19;10/1/2590;-1050;114;Major Market;South;24;Beans;Espresso;Caffe Latte;59;189;Texas;50;90;40;140;55;Regular;Profit;;;19;Met;Met;202895;64311
409;118;27;10/1/2591;930;172;Major Market;South;33;Beans;Espresso;Caffe Mocha;127;290;Texas;90;130;100;220;45;Regular;Profit;;;27;Met;Met;202895;64311
918;78;22;10/1/2592;798;119;Small Market;South;25;Beans;Espresso;Decaf Espresso;62;197;Oklahoma;60;90;40;150;57;Decaf;Profit;;;22;Met;Met;202895;64311
918;88;-19;10/1/2593;561;112;Small Market;South;29;Beans;Coffee;Colombian;71;200;Oklahoma;100;130;90;230;41;Regular;Profit;;;-19;Met;Missed;202895;64311
918;102;29;10/1/2594;-2003;143;Small Market;South;31;Beans;Espresso;Caffe Latte;89;245;Oklahoma;80;100;60;180;54;Regular;Profit;;;29;Met;Met;202895;64311
337;101;5;10/1/2595;552;130;Small Market;South;33;Leaves;Herbal Tea;Chamomile;85;231;Louisiana;90;120;80;210;45;Decaf;Profit;;;5;Met;Met;202895;64311
505;15;-1;10/1/2596;848;24;Small Market;South;4;Leaves;Herbal Tea;Chamomile;9;39;New Mexico;10;20;10;30;15;Decaf;Profit;;;-1;Met;Missed;202895;64311
337;82;-2;10/1/2597;601;102;Small Market;South;31;Leaves;Herbal Tea;Lemon;38;184;Louisiana;70;100;40;170;64;Decaf;Profit;;;-2;Met;Missed;202895;64311
580;94;-5;10/1/2598;694;130;Small Market;South;85;Leaves;Herbal Tea;Lemon;15;224;Oklahoma;80;120;20;200;115;Decaf;Profit;;;-5;Met;Missed;202895;64311
972;241;-52;10/1/2599;1321;284;Major Market;South;74;Beans;Coffee;Colombian;188;525;Texas;280;340;240;620;96;Regular;Profit;;;-52;Met;Missed;202895;64311
972;123;23;10/1/2600;959;179;Major Market;South;34;Beans;Espresso;Caffe Mocha;133;302;Texas;90;140;110;230;46;Regular;Profit;;;23;Met;Met;202895;64311
505;92;-24;10/1/2601;1898;68;Small Market;South;28;Beans;Coffee;Decaf Irish Cream;16;160;New Mexico;100;90;40;190;52;Decaf;Profit;;;-24;Met;Missed;202895;64311
405;88;12;10/1/2602;817;133;Small Market;South;29;Beans;Espresso;Decaf Espresso;72;221;Oklahoma;60;110;60;170;61;Decaf;Profit;;;12;Met;Met;202895;64311
318;49;-24;10/1/2603;845;71;Small Market;South;13;Beans;Coffee;Colombian;46;120;Louisiana;50;90;70;140;25;Regular;Profit;;;-24;Met;Missed;202895;64311
505;48;-23;10/1/2604;462;74;Small Market;South;15;Beans;Coffee;Colombian;27;122;New Mexico;50;90;50;140;47;Regular;Profit;;;-23;Met;Missed;202895;64311
405;81;-34;10/1/2605;551;104;Small Market;South;26;Beans;Coffee;Colombian;66;185;Oklahoma;90;130;100;220;38;Regular;Profit;;;-34;Met;Missed;202895;64311
505;20;-5;10/1/2606;-598;25;Small Market;South;7;Beans;Espresso;Caffe Latte;-15;45;New Mexico;10;20;-10;30;40;Regular;Loss;;;-5;Met;Missed;202895;64311
918;134;31;10/1/2607;-2248;186;Small Market;South;41;Beans;Espresso;Caffe Latte;121;320;Oklahoma;100;140;90;240;65;Regular;Profit;;;31;Met;Met;202895;64311
225;94;7;10/1/2608;540;120;Small Market;South;31;Leaves;Herbal Tea;Chamomile;77;214;Louisiana;80;110;70;190;43;Decaf;Profit;;;7;Met;Met;202895;64311
505;16;-1;10/1/2609;851;25;Small Market;South;4;Leaves;Herbal Tea;Chamomile;9;41;New Mexico;10;20;10;30;16;Decaf;Profit;;;-1;Met;Missed;202895;64311
580;105;-10;10/1/2610;716;145;Small Market;South;95;Leaves;Herbal Tea;Lemon;20;250;Oklahoma;90;140;30;230;125;Decaf;Profit;;;-10;Met;Missed;202895;64311
281;39;-41;10/1/2611;541;51;Major Market;South;12;Beans;Coffee;Decaf Irish Cream;39;96;Texas;40;90;80;130;25;Decaf;Profit;;;-41;Met;Missed;202895;64311
432;239;-65;10/1/2612;1246;281;Major Market;South;74;Beans;Coffee;Colombian;275;554;Texas;350;420;340;770;96;Regular;Profit;;;-65;Met;Missed;202895;64311
817;123;97;10/1/2613;915;179;Major Market;South;34;Beans;Espresso;Caffe Mocha;197;322;Texas;70;120;100;190;46;Regular;Profit;;;97;Met;Met;202895;64311
985;48;-13;10/1/2614;851;70;Small Market;South;13;Beans;Coffee;Decaf Irish Cream;67;126;Louisiana;70;90;80;160;25;Decaf;Profit;;;-13;Met;Missed;202895;64311
337;48;-10;10/1/2615;829;71;Small Market;South;13;Beans;Coffee;Colombian;70;127;Louisiana;70;90;80;160;24;Regular;Profit;;;-10;Met;Missed;202895;64311
505;45;-46;10/1/2616;447;69;Small Market;South;14;Beans;Coffee;Colombian;34;121;New Mexico;50;110;80;160;46;Regular;Profit;;;-46;Met;Missed;202895;64311
918;90;-30;10/1/2617;572;115;Small Market;South;29;Beans;Coffee;Colombian;110;218;Oklahoma;130;160;140;290;41;Regular;Profit;;;-30;Met;Missed;202895;64311
505;25;-28;10/1/2618;-466;31;Small Market;South;9;Beans;Espresso;Caffe Latte;-18;60;New Mexico;10;20;10;30;43;Regular;Loss;;;-28;Met;Missed;202895;64311
318;103;19;10/1/2619;564;133;Small Market;South;33;Leaves;Herbal Tea;Chamomile;129;251;Louisiana;80;130;110;210;46;Decaf;Profit;;;19;Met;Met;202895;64311
225;79;-10;10/1/2620;593;98;Small Market;South;30;Leaves;Herbal Tea;Lemon;50;189;Louisiana;60;90;60;150;64;Decaf;Profit;;;-10;Met;Missed;202895;64311
918;96;-15;10/1/2621;683;134;Small Market;South;87;Leaves;Herbal Tea;Lemon;25;245;Oklahoma;80;120;40;200;117;Decaf;Profit;;;-15;Met;Missed;202895;64311
432;225;28;10/1/2622;1272;265;Major Market;South;69;Beans;Coffee;Colombian;258;522;Texas;260;320;230;580;91;Regular;Profit;;;28;Met;Met;202895;64311
806;75;48;10/1/2623;-1050;114;Major Market;South;24;Beans;Espresso;Caffe Latte;88;201;Texas;50;90;40;140;55;Regular;Profit;;;48;Met;Met;202895;64311
915;118;88;10/1/2624;930;172;Major Market;South;33;Beans;Espresso;Caffe Mocha;188;309;Texas;90;130;100;220;45;Regular;Profit;;;88;Met;Met;202895;64311
580;78;52;10/1/2625;798;119;Small Market;South;25;Beans;Espresso;Decaf Espresso;92;210;Oklahoma;60;90;40;150;57;Decaf;Profit;;;52;Met;Met;202895;64311
918;88;15;10/1/2626;561;112;Small Market;South;29;Beans;Coffee;Colombian;105;213;Oklahoma;100;130;90;230;41;Regular;Profit;;;15;Met;Met;202895;64311
